ID;Country;Year;Schizophrenia;Bipolar Disorder;Eating Disorders;Anxiety Disorders;Drug Use Disorders;Depressive Disorders;Alcohol Use Disorders;Total;Population;GDP Per Capita;Unemployment
IDN1997;Indonesia;1997;0.29228077020561;0.33937565697155;0.08911897754202;3.51312287977857;0.43616344135643;2.45430165440527;0.46568551715362;7.59004889741306;202826446;1063.71;4.68
IDN1998;Indonesia;1998;0.29274296878897;0.33988339654711;0.08942356149157;3.52052952623383;0.43926537465508;2.45762265966439;0.46721624753643;7.60668373491738;205724592;4639.48;5.46
IDN1999;Indonesia;1999;0.29318233800096;0.34039523374249;0.08977265553629;3.52739290206587;0.44198112039788;2.46140442624561;0.46867963320773;7.62280830919682;208615169;6710.98;6.36
IDN2000;Indonesia;2000;0.2935752698402;0.34083767995183;0.0902136117035;3.53246064475953;0.44351897635212;2.46403585469549;0.46977360224079;7.63441563954346;211513823;7801.9;6.08
IDN2001;Indonesia;2001;0.29404685251917;0.3413963968051;0.09055528685109;3.53695161708738;0.44390731916249;2.46747734238861;0.4705511802593999;7.64488599507323;214427417;7482.57;6.08
IDN2002;Indonesia;2002;0.29470075230905;0.34219241795898;0.09094820723927;3.54310985081729;0.4445643644689199;2.47216016765045;0.47134286778184;7.6590186282258;217357793;9001.77;6.6
IDN2003;Indonesia;2003;0.29543167356073;0.34308818316509;0.09132756218871;3.55014879594076;0.4453000435049399;2.47707485385131;0.4722361785836799;7.67460729079521;220309469;1065.64;6.66
IDN2004;Indonesia;2004;0.29609023532479;0.34388553681612;0.0917904379388599;3.55692945847382;0.44588419550019;2.48147370588318;0.47321584338335;7.68926941332031;223285676;1150.26;7.3
IDN2005;Indonesia;2005;0.2964934305315;0.34433953486852;0.09235351124051;3.56166431519885;0.44631085255748;2.48292333034744;0.4742748790333899;7.69835985377769;226289470;1263.28;7.94
IDN2006;Indonesia;2006;0.29655839835313;0.3443920015150299;0.09292898531433;3.56572670872773;0.4465860282146999;2.47846299543993;0.47716056011268;7.70181567767753;229318262;1589.8;7.55
IDN2007;Indonesia;2007;0.29643963117606;0.3442150927092299;0.09393942314679;3.57195213836455;0.4468911956012;2.46852303743982;0.48246025666302;7.70442077510067;232374245;1860.0;8.06
IDN2008;Indonesia;2008;0.2962799326793799;0.34394628638325;0.09509949405543;3.5795695047736;0.44715392119707;2.45726588531684;0.48853595645421;7.70785098085978;235469762;2166.85;7.21
IDN2009;Indonesia;2009;0.2962229410461;0.3437110627763999;0.09640417525091;3.58787476233402;0.44746517242609;2.44772304493419;0.49374286110378;7.71314401987149;238620563;2261.24;6.11
IDN2010;Indonesia;2010;0.2964074257456;0.34362803621262;0.09776650547485;3.59614593070104;0.44746949251001;2.44394133713684;0.49643095245661;7.72178968023758;241834215;3122.36;5.61
IDN2011;Indonesia;2011;0.2973696787763;0.3437078031895499;0.09937637103868;3.60640631392819;0.44692172095644;2.44686118316947;0.49642689401692;7.73706996507554;245116206;3643.04;5.15
IDN2012;Indonesia;2012;0.29919036146183;0.34383981867418;0.1014722872200599;3.6201857622907;0.4458922344652;2.45447611135775;0.4951075707877899;7.7601641462575;248452413;3694.35;4.47
IDN2013;Indonesia;2013;0.30131072442195;0.34400330904364;0.1037545625341899;3.63531143179851;0.4447086852601299;2.46373811034796;0.49321821439004;7.78604503779642;251806402;3623.92;4.34
IDN2014;Indonesia;2014;0.30316479621747;0.34416276643419;0.10597259369051;3.64960438127104;0.44396509222288;2.47146295252066;0.4914884003257199;7.80982098268247;255129004;3491.63;4.05
IDN2015;Indonesia;2015;0.30418023295929;0.34427843432012;0.10813883740101;3.66082801818712;0.4436041642038;2.47598599358675;0.4906447999968;7.82766048065489;258383256;3331.69;4.51
IDN2016;Indonesia;2016;0.3035483425108199;0.34410974228746;0.11050031282881;3.67037921634935;0.46228832194654;2.47098538999062;0.49065398952355;7.85246531543715;261554226;3562.81;4.3
IDN2017;Indonesia;2017;0.30282412569716;0.34395706837896;0.11256723527029;3.67805943231305;0.48097821629928;2.46691555833011;0.49124174487066;7.8765433811595;264645886;3837.57;3.88
IDN2018;Indonesia;2018;0.3038311405748899;0.34418468689316;0.11417876582912;3.68652094084494;0.4818773688164;2.48378010997248;0.49611802356618;7.91049103649718;267663435;3893.85;4.4
IDN2019;Indonesia;2019;0.30616811634462;0.34466327884618;0.11556419216362;3.69877378581946;0.4817617052944299;2.52125662152113;0.50598614324279;7.97417384323222;270625568;4135.23;3.62
