,Entity,Code,Year,Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Total,GDP,population
29,India,IND,2019,0.29217800339342,0.36277395183747,0.132427415573,3.03974741008253,0.52004421366915,3.7490340912525295,1.17615595397593,9.27236103978403,2072.24,1366417754
30,Indonesia,IDN,1990,0.2860674610532099,0.3371932061107699,0.08314476520617,3.4613744545368705,0.42796881671314,2.47951160524419,0.46943264523808,7.5446929541024295,5850.76,181413402
31,Indonesia,IDN,1991,0.28741280032028,0.3374545402565599,0.08443972626377,3.4707767133985,0.42892222202299,2.46973089448813,0.46728670275818,7.546023599508411,6317.82,184591903
32,Indonesia,IDN,1992,0.2886701711999699,0.33773261775406,0.08561648151736,3.4800243469154,0.4297049005953799,2.4615164651833403,0.46548886956359,7.5487538527291,6819.38,187739786
33,Indonesia,IDN,1993,0.28978122140063,0.33802305198896,0.0866675365806299,3.4885129231214904,0.43051076918133,2.45509430031658,0.46416744187441,7.55275724446403,8279.05,190851175
34,Indonesia,IDN,1994,0.29068604479037,0.3383114771728099,0.08754325970013,3.4956885237371,0.43130700924237,2.45111687243454,0.46347015046556,7.55812333754288,9122.03,193917462
35,Indonesia,IDN,1995,0.29132482826174,0.33858338656753,0.08819912387292,3.50104001987202,0.4318591805538899,2.45010413697173,0.46354155160985,7.564652227709681,1026.39,196934260
36,Indonesia,IDN,1996,0.29180442022378,0.33892715206355,0.08860692770951,3.5062507084350103,0.43324330917915,2.45142362335978,0.46436499606099,7.57462113703177,1137.41,199901228
37,Indonesia,IDN,1997,0.29228077020561,0.33937565697155,0.08911897754202,3.51312287977857,0.43616344135643,2.45430165440527,0.46568551715362,7.5900488974130695,1063.71,202826446
38,Indonesia,IDN,1998,0.29274296878897,0.33988339654711,0.08942356149157,3.52052952623383,0.43926537465508,2.45762265966439,0.46721624753643,7.60668373491738,4639.48,205724592
39,Indonesia,IDN,1999,0.29318233800096,0.34039523374249,0.08977265553629,3.52739290206587,0.44198112039788,2.46140442624561,0.46867963320773,7.622808309196829,6710.98,208615169
40,Indonesia,IDN,2000,0.2935752698402,0.34083767995183,0.0902136117035,3.53246064475953,0.44351897635212,2.46403585469549,0.46977360224079,7.63441563954346,7801.9,211513823
41,Indonesia,IDN,2001,0.29404685251917,0.3413963968051,0.09055528685109,3.53695161708738,0.44390731916249,2.46747734238861,0.4705511802593999,7.644885995073239,7482.57,214427417
42,Indonesia,IDN,2002,0.29470075230905,0.34219241795898,0.09094820723927,3.5431098508172902,0.4445643644689199,2.47216016765045,0.47134286778184,7.659018628225801,9001.77,217357793
43,Indonesia,IDN,2003,0.29543167356073,0.34308818316509,0.09132756218871,3.55014879594076,0.4453000435049399,2.47707485385131,0.4722361785836799,7.674607290795219,1065.64,220309469
44,Indonesia,IDN,2004,0.29609023532479,0.34388553681612,0.0917904379388599,3.55692945847382,0.44588419550019,2.48147370588318,0.47321584338335,7.689269413320311,1150.26,223285676
45,Indonesia,IDN,2005,0.2964934305315,0.34433953486852,0.09235351124051,3.56166431519885,0.44631085255748,2.48292333034744,0.4742748790333899,7.69835985377769,1263.28,226289470
46,Indonesia,IDN,2006,0.29655839835313,0.3443920015150299,0.09292898531433,3.5657267087277305,0.4465860282146999,2.47846299543993,0.47716056011268,7.701815677677531,1589.8,229318262
47,Indonesia,IDN,2007,0.29643963117606,0.3442150927092299,0.09393942314679,3.57195213836455,0.4468911956012,2.46852303743982,0.48246025666302,7.70442077510067,1860.0,232374245
48,Indonesia,IDN,2008,0.2962799326793799,0.34394628638325,0.09509949405543,3.5795695047736,0.44715392119707,2.4572658853168403,0.48853595645421,7.707850980859781,2166.85,235469762
49,Indonesia,IDN,2009,0.2962229410461,0.3437110627763999,0.09640417525091,3.58787476233402,0.44746517242609,2.44772304493419,0.49374286110378,7.71314401987149,2261.24,238620563
50,Indonesia,IDN,2010,0.2964074257456,0.34362803621262,0.09776650547485,3.59614593070104,0.44746949251001,2.4439413371368497,0.49643095245661,7.72178968023758,3122.36,241834215
51,Indonesia,IDN,2011,0.2973696787763,0.3437078031895499,0.09937637103868,3.60640631392819,0.44692172095644,2.44686118316947,0.49642689401692,7.737069965075549,3643.04,245116206
52,Indonesia,IDN,2012,0.29919036146183,0.34383981867418,0.1014722872200599,3.6201857622907,0.4458922344652,2.45447611135775,0.4951075707877899,7.760164146257509,3694.35,248452413
53,Indonesia,IDN,2013,0.30131072442195,0.34400330904364,0.1037545625341899,3.635311431798512,0.4447086852601299,2.46373811034796,0.49321821439004,7.786045037796421,3623.92,251806402
54,Indonesia,IDN,2014,0.30316479621747,0.34416276643419,0.10597259369051,3.64960438127104,0.44396509222288,2.47146295252066,0.4914884003257199,7.809820982682471,3491.63,255129004
55,Indonesia,IDN,2015,0.30418023295929,0.34427843432012,0.10813883740101,3.66082801818712,0.4436041642038,2.47598599358675,0.4906447999968,7.827660480654891,3331.69,258383256
56,Indonesia,IDN,2016,0.3035483425108199,0.34410974228746,0.11050031282881,3.67037921634935,0.46228832194654,2.4709853899906298,0.49065398952355,7.8524653154371595,3562.81,261554226
57,Indonesia,IDN,2017,0.30282412569716,0.34395706837896,0.11256723527029,3.67805943231305,0.48097821629928,2.46691555833011,0.49124174487066,7.876543381159509,3837.57,264645886
58,Indonesia,IDN,2018,0.3038311405748899,0.34418468689316,0.11417876582912,3.6865209408449497,0.4818773688164,2.48378010997248,0.49611802356618,7.91049103649718,3893.85,267663435
59,Indonesia,IDN,2019,0.30616811634462,0.34466327884618,0.11556419216362,3.69877378581946,0.4817617052944299,2.52125662152113,0.50598614324279,7.974173843232229,4135.23,270625568
